id,bid,正文,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户
4410871016999656,I4yNTtmVG,转发微博,,,,2019-08-30,iPhone X,13,2,1,,,False,2022252207,小白测评,4410798703460078,I4wVgew7I,简单点，转发+关注本微@小白测评 抽送真香机 魅族16sPro一台 听说点赞评论中奖率翻十倍@微博抽奖平台  抽奖详情 ,"https://wx4.sinaimg.cn/large/78891eafgy1g6h2a73ilaj22c02c0b29.jpg,https://wx4.sinaimg.cn/large/78891eafgy1g6h2a65m5sj22c02c04qq.jpg,https://wx1.sinaimg.cn/large/78891eafgy1g6h2cc1i10j22c02c04qq.jpg,https://wx1.sinaimg.cn/large/78891eafgy1g6h2a9ty01j22c02c0hdt.jpg",,,2019-08-30,,12444,8810,13685,,"小白测评,微博抽奖平台"
4410600832135599,I4rM78Xz9,转发微博,,,,2019-08-29,iPhone X,2,3,0,,,False,3825067581,园姐,4410597296385809,I4rGpqNeV,与5G手机合作，加速版的贝多芬《悲怆》第三乐章是怎样的？五位达人在艺术和科技融合下的演绎，都被#iQOO Pro 5G性能旗舰#以超高速率的5G网络传播着，带来极致享受。这款骁龙855 Plus和44W超快闪充加持的手机将在#京东小魔方#开售，等你上手！网页链接  网页链接 ,,,,2019-08-29,微博  weibo.com,337,127,48,"iQOO Pro 5G性能旗舰,京东小魔方",
4410477440289001,I4oz61dbj,转发微博,,,,2019-08-29,iPhone X,2,2,1,,,False,2075787667,谢车夫,4409075179450115,I3O5nDEpd,200万粉福利第二波～转发并关注我和@老爆科技 ，9月11日抽一人送一台iQOO Neo，抽五人平分1000元现金，不过滤～@微博抽奖平台  抽奖详情 ,"https://wx1.sinaimg.cn/large/7bba0193ly1g6bkb0bbmdj20sg0izn04.jpg,https://wx4.sinaimg.cn/large/7bba0193ly1g6bkb0n2a8j20sg0izdj6.jpg",,,2019-08-25,,3434,2908,89819,,"老爆科技,微博抽奖平台"
4409652140266059,I435Y17dh,转发微博,,,,2019-08-26,iPhone X,15,2,6,,,False,1508386642,王天晓天王_,4409516210267551,I3ZyJ17Bl,毒舌奶奶Joan Rivers的观众吐槽大会孕妇都不放过考古1983年了不起的麦瑟尔夫人原型Joan Rivers 在英国伦敦的整场观众互动演出，观众可以问她问题～先放上一段儿王天晓天王的秒拍视频 ,,"http://miaopai.video.weibocdn.com/003JOcZolx07wwdRQnTy010412011pJ00E013.mp4?label=mp4_hd&template=720x404.24.0&trans_finger=ac6fb6d5c49a67fe2901ae638b222ab2&Expires=1581030367&ssig=jcG4fksUJq&KID=unistore,video",,2019-08-26,忽悠你的iPhone,25921,1649,9632,,
4409300317222277,I3TWvuiQl,转发微博,,,,2019-08-25,iPhone X,2,2,0,,,False,2075787667,谢车夫,4402747216109665,I19sZpDoZ,关注并转发本条微博，8月25日抽一台黑鲨游戏手机2 Pro，不过滤@微博抽奖平台  抽奖详情 ,"https://wx3.sinaimg.cn/large/7bba0193ly1g5rdn032q5j21900u0jz4.jpg,https://wx2.sinaimg.cn/large/7bba0193ly1g5rdn0d251j20m80etdi0.jpg",,,2019-08-07,,3603,3779,104079,,微博抽奖平台
4408718298639471,I3ENLAfwj,转发微博,,,,2019-08-24,iPhone X,19,10,2,,,False,6340026081,茂哥日记,4408226172439307,I3s01aezF,美国媒体很少如此公平公正的评论香港动乱和中美关系，谢谢这位美国记者！这也是我想发此博的原因；划重点：西方国家双重标准对待香港暴力示威，香港暴乱是中国的内部事务，他国特别是美国不应该“多管闲事”。#香港通识教材存在漏洞# #香港回归时的升旗仪式#  茂哥日记的微博视频 ,,"http://f.video.weibocdn.com/002VSaqqlx07wqxKUGSQ01041200T2P50E010.mp4?label=mp4_720p&template=1280x720.24.0&trans_finger=3e5d616a0b846b231c063771e4afedd3&Expires=1581030367&ssig=rloK7SJHas&KID=unistore,video",,2019-08-22,微博视频,1527,151,433,"香港通识教材存在漏洞,香港回归时的升旗仪式",
4408716104849579,I3EKeklB1,转发微博,,,,2019-08-24,iPhone X,5,1,0,,,False,1906286443,钟文泽,4404944851476413,I24Dz6c57,【搞机零距离：大疆OSMO Mobile 3评测 折叠之后这么小？】作为 2 代首批用户，这次使用 3 代的感受是，把 2 代的缺点全部修复了。这种过于不留情面的升级，让 2 代用户心情复杂。在设计上，可折叠的机身是这一代 OSMO 的最大卖点，这其实也是稳定器类产品最大的痛点，或者说是 2 代的最大痛点。虽然说折叠后还不能和灵眸比，但是考虑到手机更强大的拍摄能力，3 代依然带来了更好的携带支持。在软件上，这次增加了包括手势识别、一键跟随，双击横竖屏切换等功能。至于体验怎么样？我们一起来看视频。 钟文泽的微博视频 抽奖详情,,"http://f.video.weibocdn.com/002WAcFilx07wbNgKk4M01041201xj9C0E010.mp4?label=mp4_hd&template=852x480.23.0&trans_finger=7caa0928b1e195c2bbdc24653f70894b&Expires=1581030369&ssig=4XXV79tyqJ&KID=unistore,video",,2019-08-13,评测开箱 · 视频社区,1024,770,1932,,
4408544004703139,I3AgEjJv5,转发微博,,,,2019-08-23,iPhone X,1,1,0,,,False,1707791841,彭林FView,4408511624219269,I3zqqhHCJ,科技所以然【002】深度解读 鸿蒙是不是安卓？这期希望给大家讲清楚几件事：鸿蒙到底是不是安卓？它跟AliOS有啥区别？什么才是支持鸿蒙的正确姿式？这只是以我角度的理解和看法，不对的地方还请专业人士多拍砖。  彭林FView的微博视频 ,,"http://f.video.weibocdn.com/002r697tlx07wrNFAmH601041203YvdC0E020.mp4?label=mp4_720p&template=1280x720.23.0&trans_finger=9ff95bc90ce0744bdc0ee98b663a9435&Expires=1581030367&ssig=r4s0VS5z07&KID=unistore,video",,2019-08-23,其他综合 · 视频社区,3618,1017,1783,,
4408408784207594,I3wKyhEAq,转发微博,,,,2019-08-23,iPhone X,1,4,0,,,False,1906286443,钟文泽,4408400438191739,I3wx5yn2P,【小泽vlog：用三星S10以旧换新华为P30 能抵多少钱？】其实这次本身是想去苏宁线下体验一下以旧换新的流程，看看我不同成色的旧手机能大概折抵多少钱，没打算真花钱买...结果没想到，去的时候正好赶上华为在苏宁的柜台有个活动，旧手机折低价满1000元补贴500元，于是我当时大脑飞快的计算了一下，决定当场以旧换新。如果你最近想通过出售旧手机购买新手机，看看这个视频，除了不同成色不同估价之外，还有一些商家的促销补贴活动。以旧换新我个人的建议还是线下更稳妥，一手交钱一手交货，直观，拿钱快，也不用担心自己的旧手机出问题。钟文泽并不胖的秒拍视频 抽奖详情,,"http://miaopai.video.weibocdn.com/000SRJl1lx07ycXDPjfO010412027dSv0E013.mp4?label=mp4_hd&template=852x480.25.0&trans_finger=62b30a3f061b162e421008955c73f536&Expires=1581030370&ssig=1XC7%2FU%2Fuci&KID=unistore,video",,2019-08-23,微博 weibo.com,1741,785,1547,,
4407844394740297,I3i4fjTap,转发微博,,,,2019-08-21,iPhone X,1,3,0,,,False,1527347404,肉呆大魔王,4407822723101130,I3hvid0Ke,【呆log 003】前两天受 OPPO 邀请，参加了一场极其特殊的影展，在参加这个影展之前，说实话我对盲人拍照，还是有点儿好奇的，这种「非视觉」摄影还是蛮新奇的，并且对于我们来说，挑战还是非常大的。在活动现场（在工作人员的口袋里）捡到了一台 OPPO Reno 5G 版手机，顺手就跑了一个测试，还不错，能跑到 900Mbps，然后，我就去了 OPPO 上海旗舰店，做了我人生中第一次公开 5G 那啥。对于 5G，我测试了好几台设备，很直观的感受就是，速度这个东西，目前完全取决于运营商，大家跑的速度要么都很快，要么都很慢，抛开速度，对于设备厂商来说，最大的挑战是如何解决能耗和散热的问题，至于速度嘛~那就要看运营商的建设喽~  肉呆大魔王的微博视频 抽奖详情,,"http://f.video.weibocdn.com/003DtOeBlx07woLErj6g01041201Mw9d0E010.mp4?label=mp4_hd&template=852x480.24.0&trans_finger=ac6fb6d5c49a67fe2901ae638b222ab2&Expires=1581030371&ssig=SrRKHgJIf%2B&KID=unistore,video",,2019-08-21,微博视频,100,92,429,,
4407824861425009,I3hyK5YI1,七嫂真的回来了呀,,,,2019-08-21,iPhone X,19,10,0,,,False,2244925365,老七,4407812018804835,I3he1AWxt,我们公司楼下这个停车场，没停车票是10块一小时，有停车票是5块一小时刚才我停好车准备上楼一美女从奔驰GLC上下来，问我：帅哥你有没有停车票，我这正好就差一张我看了一眼车里，正好有一张，就给她了她说：10块太不划算了，停车票便宜很多，所以就…谢谢啊，手头没现金，加你微信转你5块被我果断拒绝，5块可以不要，休想套路我微信，哼,,,,2019-08-21,机基地天猫iPhone XS Max,242,93,9,,
4407503422731836,I39cibsFS,转发微博,,,,2019-08-20,iPhone X,2,1,0,,,False,5507149780,韩景枫51KING,4406042236793444,I2xbxsvhG,抽奖福利有一次赛道日碰见一个数码圈的博主。结果没想到这货和我一样青年才俊帅气逼人。这次我得拉着这货为各位看官老爷们安排了全新的华为P30Pro转发➕关注我和@趣评测詹志斌  8月24号抽两个幸运粉丝（没错俩福利）送华为P30 Pro各一台@微博抽奖平台也不知道这种终极大奖到底会花落谁家！希望大家多多转发评论点赞！！这样以后才能多多给大家送福利！我俩打赌我说一万赞，别让我打脸好吗！！ 抽奖详情,"https://wx2.sinaimg.cn/large/0060Hresgy1g61uwf04xnj30u01t0dkf.jpg,https://wx3.sinaimg.cn/large/0060Hresgy1g61uwu5cuyj30u0190wt1.jpg,https://wx2.sinaimg.cn/large/0060Hresgy1g61uwffgn6j30u01t0aby.jpg,https://wx4.sinaimg.cn/large/0060Hresgy1g61uwramkcj315o15otzj.jpg,https://wx1.sinaimg.cn/large/0060Hresgy1g61uybpiq9j33402c0qv9.jpg,https://wx1.sinaimg.cn/large/0060Hresgy1g61uwm3gtlj31z415o4qp.jpg,https://wx4.sinaimg.cn/large/0060Hresgy1g61uyc8ybnj30u0190jzi.jpg,https://wx3.sinaimg.cn/large/0060Hresgy1g61uycke1dj30u0190tgl.jpg,https://wx1.sinaimg.cn/large/0060Hresgy1g61uyd5t2sj31hc0u0kfj.jpg",,,2019-08-16,HUAWEI P30 Pro,9155,8230,10597,,"趣评测詹志斌,微博抽奖平台"
4407462712876714,I388Dc4mC,转发微博,,,,2019-08-20,iPhone X,10,6,4,,,False,1783497251,李杰灵,4407402495215863,I36zvlSSP,#趣拍VLOG#两周前去上海当了三天义工，拍了一期关于临终关怀的公益短片，目前全国有4000万临终老人，义工数量还远远不够。在等待死亡来临前的每一分每一秒，如果不能用爱和陪伴填满，那必将是一种巨⼤的孤独和煎熬。欢迎一起参与到临终关怀这一行动中来。 李杰灵的微博视频 ,,"http://f.video.weibocdn.com/002177T5lx07wmUK1PU401041204Cjsg0E020.mp4?label=mp4_720p&template=1440x720.23.0&trans_finger=9ff95bc90ce0744bdc0ee98b663a9435&Expires=1581030372&ssig=lXeRfkUqyO&KID=unistore,video",,2019-08-20,公益 · 视频社区,1108,235,454,趣拍VLOG,
4407454865143060,I37VYlzWA,转发微博,,,,2019-08-20,iPhone X,2,1,0,,,False,3825067581,园姐,4407453757895086,I37Ubx7S6,转发此微博，关注我和@毒舌数码 9月1号抽一个AirPods 2代，不过滤@微博抽奖平台  抽奖详情 ,"https://wx1.sinaimg.cn/large/e3fde63dly1g666ri22c7j20m80m874m.jpg,https://wx3.sinaimg.cn/large/e3fde63dly1g666rhj8owj20m80m80t5.jpg,https://wx4.sinaimg.cn/large/e3fde63dly1g666rhwztij20m80m8jrs.jpg",,,2019-08-20,猪猪女孩,6140,2777,69071,,"毒舌数码,微博抽奖平台"
4407419746292558,I371kqoYS,转发微博,,,,2019-08-20,iPhone X,4,5,0,,,False,2184853833,趣评测詹志斌,4406696426806209,I2OcGsyBz,【抽奖 不过滤】Line布朗熊周边产品推广转发并关注@趣评测詹志斌，无过滤，8月21日（3天后）抽1位朋友送一个价值298元的趣评测定制电动牙刷 情侣套装（限量款）@微博抽奖平台  近期趣评测商城微店上架了数十款正版布朗熊产品，款款爆品，推荐大家购买，大部分低至3-5折，有喜欢布朗熊周边的小伙伴不要错过了哈【25cm款】LINE丛林布朗熊毛绒公仔：网页链接【1.5m款】LINE布朗熊毛绒公仔：网页链接【5cm】LINE布朗熊脸型毛绒钥匙扣：网页链接LINE布朗熊抱枕趴趴熊：网页链接LINE布朗熊按摩棒：网页链接LINE布朗熊零钱 包：网页链接LINE布朗熊洗脸发带/眼罩/发箍：网页链接LINE布朗熊玩偶发卡：网页链接LINE布朗熊笔记本/PAD/多功能收纳包：网页链接LINE布朗熊脸型坐垫：网页链接 抽奖详情,"https://wx3.sinaimg.cn/large/823a3949ly1g63z4cho8dj20ku0e3tpq.jpg,https://wx3.sinaimg.cn/large/823a3949ly1g63z5mfjs8j20ur0u0hdt.jpg,https://wx2.sinaimg.cn/large/823a3949ly1g63z4pmyasj20w70u07tg.jpg,https://wx4.sinaimg.cn/large/823a3949ly1g63z4axosqj20ly0ertmq.jpg,https://wx1.sinaimg.cn/large/823a3949ly1g63z51i0a7j20ku0l2x05.jpg,https://wx4.sinaimg.cn/large/823a3949ly1g63z52fk9yj20ly0epap6.jpg,https://wx4.sinaimg.cn/large/823a3949ly1g63z59nbn0j20ly0eync3.jpg,https://wx4.sinaimg.cn/large/823a3949ly1g63z6dv1tfj20ly0u34nf.jpg,https://wx4.sinaimg.cn/large/823a3949ly1g63z4jwddcj218z0u0qv6.jpg",,,2019-08-18,Mac客户端,401,411,1179,,"趣评测詹志斌,微博抽奖平台"
4407347269591892,I358qEfhW,转发微博,,,,2019-08-20,iPhone X,2,2,1,,,False,1906286443,钟文泽,4407304675782840,I341JognC,【搞机零距离：MacBook还是iPad？这是个问题】新学期马上就要开始了，很多同学在纠结是买 MacBook 还是 iPad Pro，也有同学在 2019 款 MacBook Air 和 MacBook Pro 中纠结。今天通过这个视频，给大家讲讲 2019 款 MacBook Air 与 MacBook Pro 的差别，这两个笔记本分别适合哪些人群，以及在于 iPad Pro 的对比选择中，哪部分同学更适合买 iPad Pro。  钟文泽的微博视频 抽奖详情,,"http://f.video.weibocdn.com/000o6uxZlx07wmuhz77a01041201q2430E010.mp4?label=mp4_hd&template=852x480.23.0&trans_finger=7caa0928b1e195c2bbdc24653f70894b&Expires=1581030377&ssig=Aas6fUA1yO&KID=unistore,video",,2019-08-20,手机平板 · 视频社区,2092,513,1022,,
4407340109077496,I34WSC5te,转发微博,,,,2019-08-20,iPhone X,0,1,1,,,False,2054300185,虎扑的步行街,4407329518504445,I34FNzGot,被绿的明明白白，太强了--虎扑帖ID：29024070 虎扑的步行街的微博视频 ,,"http://f.video.weibocdn.com/001rGpwSlx07wmtdY6TS01041201BU2a0E010.mp4?label=mp4_720p&template=1268x720.24.0&trans_finger=3e5d616a0b846b231c063771e4afedd3&Expires=1581030372&ssig=g1MyR5UqnJ&KID=unistore,video",,2019-08-20,微博 weibo.com,1432,424,227,,
4407265014076603,I32ZLh6vF,哈哈,,,,2019-08-20,iPhone X,2,1,0,,,False,1974514450,一枚搞机的原子弹,4404205081003460,I1Loo4d2Q,关注+转发，抽送魅族16Xs手机一台！亚特兰蒂斯6+64G版本，不过滤。8月30日通过@微博抽奖平台 公平开奖，祝大家好运。#送清凉大赛#  抽奖详情 ,"https://wx2.sinaimg.cn/large/75b0b312gy1g5vvr7brzqj20as0asacc.jpg,https://wx2.sinaimg.cn/large/75b0b312gy1g5vvr7u6b5j20as0asq4q.jpg,https://wx3.sinaimg.cn/large/75b0b312gy1g5vvr8c3h9j20as0asjsu.jpg,https://wx4.sinaimg.cn/large/75b0b312gy1g5vvr8un70j20as0asq53.jpg,https://wx4.sinaimg.cn/large/75b0b312gy1g5vvr9ahrbj20as0asq4n.jpg,https://wx2.sinaimg.cn/large/75b0b312gy1g5vvr4rrs7j20as0asq3w.jpg,https://wx4.sinaimg.cn/large/75b0b312gy1g5vvr9qfimj20as0aswfy.jpg,https://wx3.sinaimg.cn/large/75b0b312gy1g5vvrarfkbj20as0asmza.jpg,https://wx3.sinaimg.cn/large/75b0b312gy1g5vvrcx58kj20as0as75n.jpg",,,2019-08-11,,9084,6356,67337,送清凉大赛,微博抽奖平台
4405318731590101,I2emB6FEN,转发微博,,,,2019-08-14,iPhone X,62,15,0,,,False,3825067581,园姐,4405313979478720,I2eeVDLQA,转发这条，你的昵称后将同时升起国旗+香港特别行政区区旗！#香港是中国香港##我也支持香港警察# ,https://wx1.sinaimg.cn/large/e3fde63dly1g5zkfdl3v5j20u01hcdj5.jpg,,,2019-08-14,猪猪女孩,222,113,670,"香港是中国香港,我也支持香港警察",
4405247893690289,I2cwlfu0N,转发微博,,,,2019-08-14,iPhone X,26,4,7,,,False,2054300185,虎扑的步行街,4405238234191230,I2cgLhAku,量子力学揭密：带你走进量子力学的神秘世界--虎扑帖ID：28925783 虎扑的步行街的微博视频 ,,"http://f.video.weibocdn.com/003v7Xmdlx07wdapWEr60104120aY3d10E040.mp4?label=mp4_hd&template=852x480.24.0&trans_finger=ac6fb6d5c49a67fe2901ae638b222ab2&Expires=1581030372&ssig=ymfirrFt70&KID=unistore,video",,2019-08-14,微博 weibo.com,563,80,268,,
4404945510316012,I24ED1kcY,转发微博,,,,2019-08-13,iPhone X,7,4,0,,,False,6414205745,回形针PaperClip,4404932478193039,I24jBynnN,Vol.084【 期货和你的生活有什么关系？】期货究竟有什么用？如何像大佬一样购买苹果？*关注我们，在私信回复「期货」，可获得一份来自郑州交易所的苹果期货报告。 回形针PaperClip的微博视频  抽奖详情 ,,"http://f.video.weibocdn.com/0028aGZ1lx07wc14IkNa01041201HYd30E010.mp4?label=mp4_720p&template=1280x720.23.0&trans_finger=9ff95bc90ce0744bdc0ee98b663a9435&Expires=1581030480&ssig=tMdsiIZo7i&KID=unistore,video",,2019-08-13,科学科普 · 视频社区,6704,1094,4158,,
4404525014184136,I1TIphyu4,0不能作为被除数,,,,2019-08-12,iPhone X,9,9,0,,,False,2827386331,科技新一,4404524791376049,I1TI35LYl,#新声无畏，放肆Play# 欺负@小度小度 我可以！听说这款小度Play升级得不想买都不行，小度小度我问你，0除以0等于多少？网页链接 ,https://wx2.sinaimg.cn/large/007Sp1YSly1g5wziklperj30u01hctfc.jpg,,,2019-08-12,微博  weibo.com,160,86,15,新声无畏，放肆Play,小度小度
4404509885121191,I1Tk0lufR,转发微博,,,,2019-08-12,iPhone X,2,2,0,,,False,2803301701,人民日报,4404502872768884,I1T8HbCjq,【#大批武警车队深圳集结#】8月10日，不少市民拍到武警车队在深圳集结的画面。《中华人民共和国人民武装警察法》规定：人民武装警察部队参加处置暴乱、骚乱、严重暴力犯罪事件、恐怖袭击事件和其他社会安全事件。微丢的秒拍视频 ,,"http://miaopai.video.weibocdn.com/0018dRyGlx07wa2PMCXS01041200NnqX0E013.mp4?label=mp4_720p&template=1280x720.24.0&trans_finger=3e5d616a0b846b231c063771e4afedd3&Expires=1581030480&ssig=TkRdcE%2BO2l&KID=unistore,video",,2019-08-12,微博 weibo.com,327859,15975,21925,大批武警车队深圳集结,
4404189659074716,I1KZvC4Ko,播么？//@老七:人生如戏，戏如人生//@臧智渊:退档处理过程存在不合规之处，招生办公室的退档理由不成立。招生委员会决定按程序申请补录已退档的2位考生。,,,,2019-08-11,iPhone X,6,2,0,,"老七,臧智渊",False,3237705130,北京大学,4404176694070686,I1KEBh4Ye,【关于北京大学2019年在河南省“国家专项计划” 招生录取工作的相关情况说明】8月6日以来，北京大学在河南省招录“国家专项计划”的工作受到社会舆论关注。学校对此非常重视，第一时间成立专项工作组，全面了解核实河南省“国家专项计划”招生录取的具体情况。经核实：北京大学2019年在河南省“国家专项计划”理工类招生计划8人。2019年7月10日，在河南省“国家专项计划”投档前，河南省招生办公室与北京大学招生办公室就生源分布情况进行沟通，说明第一志愿报考考生有8人，其中，第6名考生考分为667分，第7名考生考分为542分，第8名考生考分为536分，第二志愿报考考生中有高分考生。河南省招生办公室向北京大学投出“国家专项计划”理工类第一志愿8人档案，双方招生办公室经过充分沟通，在录取系统中进行正常交互手续后对第7名、第8名考生予以退档；完成退档手续后，河南省招生办公室向北京大学投出“国家专项计划”理工类第二志愿2人（考分均为671分）档案，北京大学招生办公室予以录取，由此完成2019年在河南省的“国家专项计划”招生工作。对此，北京大学招生委员会召开专题会议，听取招生办公室工作情况汇报。会议审议认为：2019年我校在河南省“国家专项计划”招生任务已经完成；鉴于河南省“国家专项计划”录取工作采取按顺序志愿投档的方式，已退档的2位考生达到了同批录取控制分数线且符合录取条件，应予录取；退档处理过程存在不合规之处，招生办公室的退档理由不成立。招生委员会决定按程序申请补录已退档的2位考生。“国家专项计划”是国家面向贫困地区的专项招生计划，是促进教育公平的政策措施。学校将继续落实好“国家专项计划”的各项要求，严格遵守招生录取工作程序，并一如既往地积极采取奖助学、学业促进和学业辅导等措施，帮助每一位学生健康成长成才。对于此次招录工作，学校诚恳接受社会监督和批评，认真总结反思，汲取教训，立查立改，进一步完善录取工作制度和程序。北京大学2019年8月11日 北京·北京大学,,,北京·北京大学,2019-08-11,,14884,9215,5158,,
4403875681442064,I1CP66396,iPad干净多了，真猛,,,,2019-08-10,iPhone X,2,2,0,,,False,1758102755,魏布斯,4403868521727832,I1CDy7fug,「魏Log-17」【来 Today at Apple 参加[AR]T 实验室：增强现实体验】今天(8.10)上午我来到北京王府井 Apple Store 体验了一把“Today at Apple”的全新课程：「[AR]T 实验室：增强现实体验」。这是一次将 AR 与科技融合的体验，一起感受下如何从零开始自己做出一个 AR 互动小程序？（当然还有必备的清洁环节） #魏Log#  魏布斯的微博视频 抽奖详情,,"http://f.video.weibocdn.com/003JBu5Vlx07w7mBt5dm01041200WUN90E010.mp4?label=mp4_hd&template=852x480.23.0&trans_finger=7caa0928b1e195c2bbdc24653f70894b&Expires=1581030484&ssig=2LCLJtxwMn&KID=unistore,video",,2019-08-10,评测开箱 · 视频社区,309,171,263,魏Log,
4403875085628260,I1CO8nCao,光看个UI就谈区别？,,,,2019-08-10,iPhone X,13,3,0,,,False,2827386331,科技新一,4403869268509524,I1CEKzHIo,左边小米电视，右边荣耀智慧屏，有啥区别？ ,"https://wx4.sinaimg.cn/large/a8867ddbly1g5uxa44de2j22ye1zznpf.jpg,https://wx1.sinaimg.cn/large/a8867ddbly1g5uxa5bke7j21360myam7.jpg",,,2019-08-10,,6276,1610,57,,
4403827505334240,I1BzomnG8,就像金拱门和开封菜,,,,2019-08-10,iPhone X,8,5,0,,,False,1906286443,钟文泽,4403827111202419,I1ByL52NR,看见有同学说昨天小米电视系统更新取消了开屏 15 秒的广告？首先说，我其实对开屏 15 秒的广告完全不反感，毕竟便宜买的电视，总得舍弃点什么，况且传统电视的广告中插播电视剧更加猖狂。其次想说的是，行业竞争真好，最后获益的就是消费者。 ,,,,2019-08-10,微博 weibo.com,1865,230,23,,
4403820953721981,I1BoPfCfX,万一？,,,,2019-08-10,iPhone X,4,2,0,,,False,1906286443,钟文泽,4403810409865524,I1B7OFotm,【小泽vlog：这就是华为电视 这就是鸿蒙OS】在荣耀小姐姐热情的讲解下，体验了一下首个搭载鸿蒙系统的荣耀智慧屏，广义上就是华为的首款电视。荣耀智慧屏有很多大家熟悉的目前智能电视的操作，也有很多智能手机的操作，也有很多智能轻办公的操作。这款设备为什么不叫做华为电视？因为从我的体验来看，除了外观是电视的外观，华为给这款设备设定的方案之中，电视的功能与体验，只占了很小一部分。当然，对于普通用户来说，说是华为电视可能更容易理解一些。从这款产品的售价和定位其实也能窥探出华为产品线之后的设定，未来在荣耀之外，华为一定会推出尺寸更大，功能更丰富的智慧屏类产品。在体验的过程中，我的一个感受是，电视已经死了，电视又获得了新生。死掉的，是传统的电视台广播信号生态，目前只作为占比很小的一部分出现在客厅生活中；而新生的则是这类以大屏幕为产品外观，但实际上作为家居中枢的产品。这类产品的野心明确，要取代目前的智能音箱，成为打通互联网与智能家居、智能手机的中间媒介。所以说智能电视，或者说智慧屏都不是这个产品的最终形态，最终形态一定是整合了全套智能家居的一个生态链，屏幕就是显示智能家居生态信息的一个载体。钟文泽并不胖的秒拍视频 抽奖详情,,"https://gslb.miaopai.com/stream/rJ4BheCpztdfh0xOLKPWYdQKQ1veUoJ9TqSkOQ__.mp4?yx=&refer=weibo_app&vend=weibo&label=mp4_hd&mpflag=8&Expires=1581030468&ssig=V%2FzhbPNWNG&KID=unistore,video",,2019-08-10,微博 weibo.com,2946,636,960,,
4403819548575197,I1BmyzYND,红盟是哪个盟？,,,,2019-08-10,iPhone X,4,1,1,,,False,5640157596,那岩,4403816646754538,I1BhSslaa,我们来到了荣耀体验店，终于体验到了全球首款搭载鸿蒙操作系统的荣耀智慧大屏画面上的12个软件呢，就是鸿蒙os首发的12个内置软件，请大家记住 ,https://wx1.sinaimg.cn/large/0069HwDOly1g5usgrz7eaj31400u0npd.jpg,,,2019-08-10,Weibo.intl,4637,434,42,,
4403695808238321,I1y8Yyza9,转发微博,,,,2019-08-10,iPhone X,12,3,2,,,False,1417037145,武志红,4403693363497971,I1y52eFYT,再说中国社会中微妙的权力游戏。这些真是太微妙了，得好好品才能品出来。前面两条微博，解读了「我不说需求要你猜」的心理背后的权力游戏。北大社会学者吴飞在他的著作《浮生取义》中写了很多微妙的故事，一例经典的是，一位老父亲，想让儿子给自己修一下房子，房子漏水了，可他不会去求孩子（很多人 ...全文,,,,2019-08-10,微博 weibo.com,6233,695,2563,,
4403033872106567,I1gVl8Q0T,转发微博,,,,2019-08-08,iPhone X,3,1,0,,,False,1850988623,果壳,4403029937270603,I1gOZuvpN,#抽奖#牛津大学自然史博物馆收藏了数百万枚昆虫标本，它们大多脆弱不堪，不适合向公众展出。显微摄影让我们终于能欣赏到昆虫身上那叹为观止的细节——如银河般璀璨的体表，比画家的调色盘还色彩斑斓的背甲，细微的构造变得清晰可见……拍摄这些显微照片很不容易，首先要将标本划分成30多个区域，每只标本前后会产生8000多张照片，经后期处理，3周时间才能得到一张显微照片。《牛津大学终极昆虫图鉴》收录了这些精美的照片，其中还有达尔文本人在1836年乘小猎犬号航行时采集的一只蝽的标本！图书在@果壳商店 独家首发～转发48h抽2人，1人送1本！@微博抽奖平台 抽奖详情,"https://wx3.sinaimg.cn/large/6e53d84fly1g5s2w1sh1aj20m80m879n.jpg,https://wx2.sinaimg.cn/large/6e53d84fly1g5s2w256lqj20m80m8gzo.jpg,https://wx1.sinaimg.cn/large/6e53d84fly1g5s2w1s48bj20m80m8jy5.jpg,https://wx3.sinaimg.cn/large/6e53d84fly1g5s2w1qp0mj20m80m8q72.jpg,https://wx4.sinaimg.cn/large/6e53d84fly1g5s2w1slkyj20m80m8gvz.jpg,https://wx3.sinaimg.cn/large/6e53d84fly1g5s2w1wpedj20m80m8ao4.jpg,https://wx1.sinaimg.cn/large/6e53d84fly1g5s2w250wfj20m80m8k70.jpg,https://wx3.sinaimg.cn/large/6e53d84fly1g5s2w1u2dzj20m80m8ali.jpg,https://wx3.sinaimg.cn/large/6e53d84fly1g5s2w1rg9fj20m80m8wni.jpg",,,2019-08-08,微博 weibo.com,341,328,1086,抽奖,"果壳商店,微博抽奖平台"
4402944897716661,I1eBPwnsh,转发微博,,,,2019-08-08,iPhone X,19,3,8,,,False,5540020591,大弟子Leo,4402941336797472,I1ew5swkE,08.08.08，北京奥运会开幕式（超清无解说）时隔十一年再看，依旧还是很震撼，难怪外媒都说，北京奥运后再无奥运。 大弟子传媒Leo的微博视频 ,,"http://f.video.weibocdn.com/000Cv2bylx07w3hBd7A40104121dDG3e0E0r0.mp4?label=mp4_720p&template=1280x720.24.0&trans_finger=3e5d616a0b846b231c063771e4afedd3&Expires=1581030497&ssig=E1z8%2Broaf3&KID=unistore,video",,2019-08-08,,3633,526,1852,,
